SicilNo;Birim;Mudurluk;Amac;Yetki;AnaSorumluluk
000713;TEDARIKÇI GELISTIRME VE MALIYET OPT LID;TEDARIKÇI GELISTIRME VE MALIYET OPT LID;"Üretim disi malzeme duran varlik yatirim ve hizmet grubu alimi programinin yürütülmesi. Endirekt satinalma süreçlerinde baglilik ve memnuniyetin korunarak toplam basarinin yükseltilmesi. ";"Satinalma prosedürü ve Lideri talimatlari çerçevesinde çalisir.  ";"1. Yeni ve mevcut yan sanayilerin Kalite Yönetim sistemlerinin Yan Sanayi  bünyesindeki uygulamasinin denetlenmesi yönünde ilk amirine destek vermek raporlamak., 2. Yeni ve mevcut yan sanayilerede üretilmekte olan parçalara ait  ilgili tüm proseslerin denetlenmesinde aktif olarak katilmak raporlamak Düzeltici ve Önleyici faaliyetlerin takibini yapmak, 3. Yan Sanayiyi performansina göre onayli yan san listesi olusturmak güncellemek ve raporlamak., 4. Ambalajlama etiketleme markalama nakliye  konularinda çözüm önerilerinde bulunmak gelismeleri izlemek projeler gelistirmek ve yönetmek., 5. Araç maliyet indirimi projelerine katilmak izlemek ve raporlamak., 6. Parça temini yapilan firmalarda uyumsuzluk veya parçalarda sürekli uygunsuzluk oldugu durumlarda alernatif çözümler önermek ve getirmek., 7. Maliyet artirici unsurlarin tespit edilmesi ve fiyat optimizasyonu konusunda önerilerde bulunmak., 8. Dis kaynaklara aktarilmasina karar verilen iç operasyonlar ile ilgili projelerde projeye destek vermek veya yürütmek., 9. Stok ile ilgili gerçeklestirilen iyilestirme projelere destek vermek veya yürütmek.,  SRM sisteminin etkin bir sekilde çalismasinin saglanmasi Gelistirme ihtiyaçlarinin projelendirilmesi ve devreye alinmasi., nbspBirimlerin Duran varlik demirbas alim programlarini yürütmek., Kalite Teslimat ve Fiyat çerçevesinde en etkin sonuçlari saglayacak stratejileri gelistirmek ve ekibi yönlendirmek., Ambalajlama etiketleme markalama nakliye  konularinda çözüm önerilerinde bulunmak gelismeleri izlemek projeler gelistirmek ve yönetmek., Araç maliyet indirimi projelerine katilmak izlemek ve raporlamak., Parça temini yapilan firmalarda uyumsuzluk veya parçalarda sürekli uygunsuzluk oldugu durumlarda alernatif çözümler önermek ve getirmek., Maliyet artirici unsurlarin tespit edilmesi ve fiyat optimizasyonu konusunda önerilerde bulunmak., Dis kaynaklara aktarilmasina karar verilen iç operasyonlar ile ilgili projelerde projeye destek vermek veya yürütmek., Stok ile ilgili gerçeklestirilen iyilestirme projelere destek vermek veya yürütmek., direkt malzeme alimi Yatirim Duran Varlik alimlarinin yönetimi,  SRM sisteminin etkin bir sekilde çalismasinin saglanmasi Gelistirme ihtiyaçlarinin projelendirilmesi ve devreye alinmasi., nbspBirimlerin Duran varlik demirbas alim programlarini yürütmek., Kalite Teslimat ve Fiyat çerçevesinde en etkin sonuçlari saglayacak stratejileri gelistirmek ve ekibi yönlendirmek., Parça temini yapilan firmalarda uyumsuzluk veya parçalarda sürekli uygunsuzluk oldugu durumlarda alernatif çözümler önermek ve getirmek., Maliyet artirici unsurlarin tespit edilmesi ve fiyat optimizasyonu konusunda önerilerde bulunmak., Dis kaynaklara aktarilmasina karar verilen iç operasyonlar ile ilgili projelerde projeye destek vermek veya yürütmek., Stok ile ilgili gerçeklestirilen iyilestirme projelere destek vermek veya yürütmek., Endirekt malzeme alimi Yatirim Duran Varlik alimlarinin yönetimi, Çevik çalisma metodolojisinin gerekliliklerinin (daily, sprint planlama, review vb.) yerine getirilmesini saglamak., "
001015;TEDARIK ZINCIRI YÖNETIMI LIDERLIGI;TEDARIK ZINCIRI YÖNETIMI LIDERLIGI;Ticari araçlar Sehiriçi otobüs platformlarinda yeni ve türev araç çalismalarini yürütmek;"Prosedür ve talimatlar TSE Standartlari BLS Standartlari DIN Standartlari RES Standartlari Motorlu Araçlar Tip Onay  Yönetmeligi EEC Regülasyonlari ve direktifleri Askeri stadartlar (MIL STD’s DEF-STAN’s) ve yöneticisinin talimatlari  çerçevesinde çalisir. ";"1.	Ticari tasitlar için ön arastirma  dizayn ve modifikasyon çalismalarini yapmak ve yayinlari koordine etmek, 2.	Araçlarin yasal yükümlülüklere uygun olarak üretilebilmesi için mevzuat takibini yapmak ve ilgili bakanlik onayini alabilmek için gerekli çalismalari yürütmek., 3.	Ticari tasitlarda bant ve satis sonrasi sorunlarini gidermek., 4.	Mühendislik standartlari gelistirmek., 5.	Motorlu Araçlar Tip Onay Yönetmeligine ve regülasyon programina göre yapilmasi gereken çalismalari yürütmek/yürütülmesini saglamak., 6.	Ticari araçlarda ucuzlatma çalismalari yapmak, 7.	Türev araç projeleri yürütmek, Sehiriçi otobüs platformlarinda güncel teknolojiler ve trendlere uygun olacak sekilde yenilikçi ve sürdürülebilir yeni araçlar gelistirmek yeni araç ekibine liderlik etmek., Sehiriçi otobüs platform araçlarinda pazarda rekabetçi olacak ve pazar payini arttirabilecek sekilde türev araç ve ihale çalismalarini yürütmek türev araç ekibine liderlik etmek., Çevik çalisma metodolojisinin gerekliliklerinin (daily, sprint planlama, review vb.) yerine getirilmesini saglamak., "
001551;TEDARIK ZINCIRI YÖNETIMI LIDERLIGI;TEDARIK ZINCIRI YÖNETIMI LIDERLIGI;Iyilestirmeye gereksinin duyulan ithal yerli parçalarin alternatif kaynaklari dikkate alarak teminini saglama ve/veya yan sanayi gelistirme sorun giderme faaliyetlerinin yapilmasi.;Yan sanayici degerlendirme prosedürü ve yöneticisi talimatlari çerçevesinde çalisir.;" 1.	Teknik bilgi ekipman yeterliligi ve güvenilirlik kriterleri esliginde firma degerlendirmelerini yapmak firmalari degerlendirmek bu konuda bir portföy olusturmak., •	Parça fiyat analizi yapip firma tekliflerini toplamak, 2.	Daha önce imal ettirilmis parçalarin yeni degisiklikler çerçevesinde iç piyasada imal ettirmek., 3.	Yürüyen ithal yerli parçalarla ilgili olarak alternatif ürün veya firma arastirmak bunlari önermek., 4.	Yan sanayi kalite sistem auditlerine katilmak ve kalite iyilestirme çalismalari yapmak., •	Bu konuda yan san gelistirme faaliyetlerinde bulunmak, 5.	Araç maliyeti ucuzlatma çalismalari yapmak., 6.	Parça temini yapilan firmalarda uyumsuzluk olmasi halinde yeni firma devreye girisini saglamak.,  1. Teknik bilgi ekipman yeterliligi ve güvenilirlik kriterleri esliginde firma degerlendirmelerini yapmak firmalari degerlendirmek bu konuda bir portföy olusturmak., • Parça fiyat analizi yapip firma tekliflerini toplamak, 2. Daha önce imal ettirilmis parçalarin yeni degisiklikler çerçevesinde iç piyasada imal ettirmek., 3. Yürüyen ithal yerli parçalarla ilgili olarak alternatif ürün veya firma arastirmak bunlari önermek., 4. Yan sanayi kalite sistem auditlerine katilmak ve kalite iyilestirme çalismalari yapmak., • Bu konuda yan san gelistirme faaliyetlerinde bulunmak, 5. Araç maliyeti ucuzlatma çalismalari yapmak., 6. Parça temini yapilan firmalarda uyumsuzluk olmasi halinde yeni firma devreye girisini saglamak., • Trim sistemleri ve kimyasallar  ile özel projeler  ekibinin  tüm isleyis ve  yetkinliklerinin  kontrolü, Çevik çalisma metodolojisinin gerekliliklerinin (daily, sprint planlama, review vb.) yerine getirilmesini saglamak., "
003196;TEDARIKÇI GELISTIRME TAKIMI;TEDARIKÇI GELISTIRME VE MALIYET OPT LID;"Sirket strateji ve politikalarina uygun olarak mevcut tedarikçilerin takibi degerlendirilmesi ve gelistirilmesi  ile ilgili tüm proses gelistirme dahil aktivitelerin yapilmasi  ";"Sorumluluklar kapsaminda ilgili faaliyetleri gerçeklestirme ";" Sorumlulugunda bulunan ret ve claim datalarinin analizini yaparak gelistirilecek konularin tespit edilmesi ve iyilestirme çalismalarinin tetiklenmesi, Problemlerin çözümü konularinda tedarikçilere çözüm ortakligi saglamak, Lokalizasyon faaliyetlerinde buyerlar ile isbirligi yaparak faaliyete destek saglamak, • Sorumlu oldugu kategoride direkt alim yapilan tedarikçilerin denetlenmesi ve degerlendirilmesi iyilestirme aksiyonlarinin takibinin saglanmasi, • Sorumlu kategoriler için OTOKAR a tedarikçi olabilecek seviyede oldugu  tespit edilen firmalarin potansiyel tedarikçi denetimlerini gerçeklestirmek denetim sonuçlarini raporlamak, • Sorumlulugunda bulunan tedarikçi performanslarinin takibini ve raporlanmasini saglamak performansi gelistirilecek firmalari tespit ederek iyilestirme faaliyetleri planlamak ve gerçeklestirmek, • Tedarikçi denetim ziyaret kalite-sevkiyat süreçleri iyilestirme faaliyeti vb konularda tespit edilen uygunsuzluk iyilestirme konulari takibi ile zamaninda kapatilmasina destek olmak, • Numune / prototip parça kapsamindaki tedarikçilerden gelecek parçalara ait PPAP ve Raporlama sürecinin yönetimi kapsaminda ilgili bölümlere ve tedarikçilere destek saglamak, Çevik çalisma metodolojisinin gerekliliklerinin (daily, sprint planlama, review vb.) yerine getirilmesini saglamak., "
007105;MALIYET OPTIMIZASYON TAKIMI;TEDARIKÇI GELISTIRME VE MALIYET OPT LID;Malzeme kaynaklarina yönelik fiyat analizi yaparak sirketin belirlemis oldugu maliyet hedeflerinin gerçeklestirilmesinin saglanmasi.;Yöneticisinin yönlendirmeleri ile faaliyet gösterir;" Ticari araçlar sehiriçi otobüs platformlari sistem mühendisligi bünyesinde türev araç projeleri kapsaminda asagida belirtilen sorumluluklarini yerine getirmek, Araç sistem gereksinimlerinin belirlenme sürecine katilmak ürün konseptinin olusturulmasina ve ürün taniminin yapilmasina katki sunmak, Araç tasarim sürecinde kavramsal tasarim asamasindan baslayarak nihai ürün ortaya çikana kadarki süreçten katki saglamak Ar-Ge tasarim birimleri ile birlikte es zamanli olarak çalismak, Komponent üreticisi firmalarla yapilan teknik görüsmelere katilmak, Sistem entegrasyon süreçlerini takip ve koordine etmek araç is paketi sorumlulugu is süreçlerinin takibini yapmak, Projelerde belirlenen teknik risk analizlerinde önleyici faaliyet çalismalarinda yer almak, Prototip araçlarin Ar-Ge tasarim atelyelerinde üretim süreçlerinin koordinasyonunu saglamak prototip araçlarla ilgili belirlenmis test validasyon yöntemlerinin icra edilmesi sonuçlarinin degerlendirilmesi yapmak iyilestirme konularinin araçlar üzerinde uygulanmasini saglamak, Araçlarin homologasyon testlerinin gerçeklestirilmesini saglamak ve homologasyon sürecinde ilgili departmanlakoordinasyon içinde çalismak, Yeni araç projelerinde baz ve versiyon modellerin agirlik hesaplamalarini yapmak, Ürün ve projelerin CAD productlarini olusturmak tasarim gözden geçirme faaliyetlerini yapmak tasarim faaliyetleri esnasinda olusan sorun ve sikintilarin çözümü için gerekli aksiyonlarin alinmasini saglamak, Bölüm içi fabrika içi Ar-Ge is süreçlerinin takibini yapmak birimler arasi (tasarim satinalma üretim üretimtesis planlama kalite analiz test satis sonrasi ..vb) koordinasyonu saglamak, Araçlarin seri üretim devreye alma sürecini takip etmek ve Ar-Ge faaliyetlerini bölüm içinde koordine etmek, Mevcut ürünlerin gelistirme test ve validasyon süreçlerini türevlerin olusturulmasi devreye alinmasi prosesine katilmak araçlarin yasam döngüsü boyunca takibini yapmak teknik özelliklerinin ve ilgili süreçlerin tam ve dogru oldugunu kontrol etmek, Ar-Ge Direktörlügü gelistirme projelerinde ölçüm ve analiz süreçlerinde çalismak iyilestirme konulari ile ilgili düzeltici/önleyici faaliyetlerin ilgili bölümlerle koordinasyonunu saglayarak araçlara uygulanmasini gerçeklestirmek, Ar-Ge Direktörlügü gelistirme projelerinde tasarim gözden geçirme ve dogrulama teknik veri paketinin hazirlanmasi teknik toplantilar raporlar kabuller ürün teslimatlari vb. faaliyetleri icra etmek ve koordine etmek, Araçlarla ilgili satis sonrasinda çikan problemlerin takibini koordinasyonunu yapmak Ar-Ge içinde önleyici tedbirlerin alinmasini saglamak SSH araciligi ile sahada icra edilecek düzeltici faaliyetlerinin yapilmasini saglamak ve faaliyetlere katilmak, Malzeme listelerinin kontrolünü yapmak eksik hatali noktalarda ilgili birimlerin faaliyet yürütmesini saglamak, Araç manuellerinin kontrolünü yapmak,  1.Ar-Ge Direktörlügü Türev araçlarinin ve projelerinin teknik yönetiminde süreç yönetimini yapmak, 2. Araç sistem gereksinimlerinin belirlenme sürecine katilmak ürün konseptinin olusturulmasina ve ürün taniminin yapilmasina katki sunmak, 3.Araç tasarim sürecinde kavramsal tasarim asamasindan baslayarak nihai ürün ortaya çikana kadarki süreçte katki saglamak Ar-Ge tasarim birimleri ile birlikte es zamanli olarak çalismak, 4.Komponent üreticisi firmalarla yapilan teknik görüsmelere katilmak, 5.Sistem entegrasyon süreçlerini takip ve koordine etmek araç is paketi sorumlulugu is süreçlerinin takibini yapmak, 6.Projelerde belirlenen teknik risk analizlerinde önleyici faaliyet çalismalarinda yer almak, 7.Türev prototip araçlarin Ar-Ge tasarim atölyelerinde üretim süreçlerinin koordinasyonunu saglamak prototip araçlarla ilgili belirlenmis test validasyon yöntemlerinin icra edilmesi sonuçlarinin degerlendirilmesi iyilestirme konularinin araçlar üzerinde uygulanmasini takip etmek, 8. Araçlarin homologasyon testlerinin gerçeklestirilmesini saglamak homologasyon sürecinde ilgili departmanla koordinasyon içinde çalismak, 9. Türev araç projelerinde baz ve versiyon modellerin agirlik hesaplamalarini yapmak, 10. Ürün ve projelerin CAD productlarini olusturmak tasarim gözden geçirme faaliyetlerini yapmak tasarim faaliyetleri esnasinda olusan sorun ve sikintilarin çözümü için gerekli aksiyonlarin alinmasini saglamak, 11. Bölüm içi fabrika içi Ar-Ge is süreçlerinin takibini yapmak birimler arasi (tasarim satinalma üretim üretim tesis planlama kalite analiz test satis sonrasi ..vb) koordinasyonu saglamak, 12. Araçlarin seri üretim devreye alma sürecini takip etmek ve Ar-Ge faaliyetlerini bölüm içinde koordine etmek, 13. Mevcut ürünlerin gelistirme test ve validasyon süreçlerini türevlerin olusturulmasi devreye alinmasi prosesine  katilmak araçlarin yasam döngüsü boyunca takibini yapmak teknik özelliklerinin ve ilgili süreçlerin tam ve dogru oldugunu kontrol etmek, 14. Ar-Ge Direktörlügü gelistirme projelerinde ölçüm ve analiz süreçlerinde çalismak iyilestirme konulari ile ilgili düzeltici/önleyici faaliyetlerin ilgili bölümlerle koordinasyonunu saglayarak araçlara uygulanmasini gerçeklestirmek, 15. Ar-Ge Direktörlügü gelistirme projelerinde tasarim gözden geçirme ve dogrulama teknik veri paketinin hazirlanmasi teknik toplantilar raporlar kabuller ürün teslimatlari vb. faaliyetleri icra etmek ve koordine etmek, 16. Araçlarla ilgili satis sonrasinda çikan problemlerin takibini koordinasyonunu yapmak Ar-Ge içinde önleyici  tedbirlerin alinmasini saglamak SSH araciligi ile sahada icra edilecek düzeltici faliyetlerinin yapilmasini saglamak ve faaliyetlere katilmak, 17. Malzeme listelerinin kontrolünü yapmak eksik hatali noktalarda ilgili birimlerin faaliyet yürütmesini saglamak, 18. Araç manuellerinin kontrolünü yapmak,    1.Ar-Ge Direktörlügü Türev araçlarinin ve projelerinin teknik yönetiminde süreç yönetimini yapmak, 2. Araç sistem gereksinimlerinin belirlenme sürecine katilmak ürün konseptinin olusturulmasina ve ürün taniminin yapilmasina katki sunmak, 3.Araç tasarim sürecinde kavramsal tasarim asamasindan baslayarak nihai ürün ortaya çikana kadarki süreçte katki saglamak Ar-Ge tasarim birimleri ile birlikte es zamanli olarak çalismak, 4.Komponent üreticisi firmalarla yapilan teknik görüsmelere katilmak, 5.Sistem entegrasyon süreçlerini takip ve koordine etmek araç is paketi sorumlulugu is süreçlerinin takibini yapmak, 6.Projelerde belirlenen teknik risk analizlerinde önleyici faaliyet çalismalarinda yer almak, 7.Türev prototip araçlarin Ar-Ge tasarim atölyelerinde üretim süreçlerinin koordinasyonunu saglamak prototip araçlarla ilgili belirlenmis test validasyon yöntemlerinin icra edilmesi sonuçlarinin degerlendirilmesi iyilestirme konularinin araçlar üzerinde uygulanmasini takip etmek, 8. Araçlarin homologasyon testlerinin gerçeklestirilm"
